TestCaseNo,phase,Sample,operatingSystem,Environment,isTrimmed,baseRecalibration,Mapper,M_Version,VariantCaller,VC_Version,ReferenceGenom,Duplicates,VariantFilter,FilterPass,SOMATICfilter,remove_indels,TMB,FileLink,Result VCF Count,Author,Slurm_id,Node,ElapsedTime
TestCase 768,done,NC,,Altay + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,9.744629780341434,https://drive.google.com/drive/folders/1FEk1efsM6-rt1OTXTj-dCYxSpNwn5TSr?usp=share_link,787,GUL EDA,29301.0,a060,01:32:35
TestCase 769,done,IL,,Uhem + COSAP,YES,YES,BWA,,Mutect,,hg38,MARK,,,,,13.966889952001445,https://drive.google.com/drive/folders/1xSJE865A4YHH5hfFfDodAPAsJlYZ8qz6?usp=share_link,1128,GUL EDA,664396.0,s030,9:01:44
TestCase 770,done,IL,,Uhem + COSAP,NO,NO,BWA,,Mutect,,hg38,MARK,,,,,13.929743968086548,https://drive.google.com/drive/folders/17KkNX0yaMprQ2X_p8qewJ-R7yRGVwmEZ?usp=share_link,1125,GUL EDA,664396.0,s030,10:59:36
TestCase 771,done,IL,,Uhem + COSAP,YES,NO,BWA,,Mutect,,hg38,MARK,,,,,13.929743968086548,https://drive.google.com/drive/folders/1fBY0jmMdCAOrERQwVAkerFpkx7sIkKt7?usp=share_link,1125,GUL EDA,664396.0,s030,9:19:48
TestCase 772,done,IL,,Uhem + COSAP,NO,YES,BWA,,Mutect,,hg38,MARK,,,,,14.016417930554642,https://drive.google.com/drive/folders/1naiRtqTZuoOhOGbCFNR9T4LPidua2VUq?usp=share_link,1132,GUL EDA,664396.0,s030,10:59:37
TestCase 773,done,IL,,Uhem + COSAP,YES,YES,BOWTIE,,Mutect,,hg38,MARK,,,,,13.050622348767307,https://drive.google.com/drive/folders/1s3RB5ROKEf8aMLlv9batNNOYeNcRn3tk?usp=share_link,1054,GUL EDA,664398.0,s031,8:58:46
TestCase 774,done,IL,,Uhem + COSAP,NO,NO,BOWTIE,,Mutect,,hg38,MARK,,,,,12.914420407746015,https://drive.google.com/drive/folders/1tZdq2keuc8lgaqyiwStgr0h-nyEo-ljy?usp=share_link,1043,GUL EDA,664398.0,s031,12:43:08
TestCase 775,done,IL,,Uhem + COSAP,YES,NO,BOWTIE,,Mutect,,hg38,MARK,,,,,13.013476364852409,https://drive.google.com/drive/folders/1ICnYfohCbisV53DbNsRWvAcQNr9IiQVO?usp=share_link,1051,GUL EDA,664398.0,s031,8:28:59
TestCase 776,done,IL,,Uhem + COSAP,NO,YES,BOWTIE,,Mutect,,hg38,MARK,,,,,12.86489242919282,https://drive.google.com/drive/folders/1fa4k2-m-xdlB6HV0GgSaZffeAdPVfcS1?usp=share_link,1039,GUL EDA,664398.0,s031,11:16:33
TestCase 777,done,IL,,Uhem + COSAP,YES,YES,BWA,,Strelka,,hg38,MARK,,,,,21.185592826129845,https://drive.google.com/drive/folders/1RIIBX3FwlJGCxlZNFL1apIyf4ppgqEVl?usp=share_link,1711,GUL EDA,663458.0,s003,3:37:58
TestCase 778,done,IL,,Uhem + COSAP,NO,NO,BWA,,Strelka,,hg38,MARK,,,,,31.71028826868413,https://drive.google.com/drive/folders/1TrEumO2XaBK0ensptcBOD1fAco45O4_N?usp=share_link,2561,GUL EDA,663458.0,s003,1:49:17
TestCase 779,done,IL,,Uhem + COSAP,YES,NO,BWA,,Strelka,,hg38,MARK,,,,,32.20556805421609,https://drive.google.com/drive/folders/1KdCnPOci6Wk_FxvwMIl1t0uIL52pUyoZ?usp=share_link,2601,GUL EDA,663458.0,s003,2:09:07
TestCase 780,done,IL,,Uhem + COSAP,NO,YES,BWA,,Strelka,,hg38,MARK,,,,,20.120741287236125,https://drive.google.com/drive/folders/1JtBzS5VZyGOmgRApwNotGhD2k8BWwJ1m?usp=share_link,1625,GUL EDA,663458.0,s003,3:28:17
TestCase 781,done,IL,,Uhem + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,MARK,,,,,14.276439817958925,https://drive.google.com/drive/folders/1UNb7CXM4_gE6EcVMKWUSLpx_0iVItB4U?usp=share_link,1153,GUL EDA,663459.0,s009,4:34:27
TestCase 782,done,IL,,Uhem + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,MARK,,,,,14.065945909107835,https://drive.google.com/drive/folders/1jt6thVhfymA1q2lUuWenkzHc1rQaplW1?usp=share_link,1136,GUL EDA,663459.0,s009,2:38:48
TestCase 783,done,IL,,Uhem + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,MARK,,,,,14.846011571320686,https://drive.google.com/drive/folders/1scpSdN5rN9M5t6paytM6RnLRNvfHmqQL?usp=share_link,1199,GUL EDA,663459.0,s009,2:52:57
TestCase 784,done,IL,,Uhem + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,MARK,,,,,13.323026230809887,https://drive.google.com/drive/folders/1pV8APrmmJuxX5aVVm0hCz2e7ZO3DLbui?usp=share_link,1076,GUL EDA,663459.0,s009,4:22:49
TestCase 785,done,IL,,Uhem + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,MARK,,,,,18.189150123661452,https://drive.google.com/drive/folders/1lKWKCKM4QokBTDtOAtARhIjgZplXYN9u?usp=share_link,1469,GUL EDA,664397.0,s029,4:05:06
TestCase 786,done,IL,,Uhem + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,MARK,,,,,20.90080694944897,https://drive.google.com/drive/folders/1L277qUk7UMiUeGERBTnT6UwDP4k4W0Gs?usp=share_link,1688,GUL EDA,664397.0,s029,2:05:52
TestCase 787,done,IL,,Uhem + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,MARK,,,,,20.690313040597886,https://drive.google.com/drive/folders/11_d9iVQ_qcNPhOxffqGSHUdEquweiFA3?usp=share_link,1671,GUL EDA,664397.0,s029,2:20:43
TestCase 788,done,IL,,Uhem + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,MARK,,,,,17.83007227915078,https://drive.google.com/drive/folders/15KJvXpYbWGvYCC_FYGoD-RQijBwhCP-p?usp=share_link,1440,GUL EDA,664397.0,s029,3:53:20
TestCase 789,done,IL,,Uhem + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,13.384936204001384,https://drive.google.com/drive/folders/1wd1CIS3J1Cp8FPu7_vh-uWhuok8xE2E9?usp=share_link,1081,GUL EDA,664399.0,s033,4:58:44
TestCase 790,done,IL,,Uhem + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,10.301819539064896,https://drive.google.com/drive/folders/1qad-OThV1K_eK9EQE1pnb-oRa3byxtFi?usp=share_link,832,GUL EDA,664399.0,s033,2:59:47
TestCase 791,done,IL,,Uhem + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,16.80236672417195,https://drive.google.com/drive/folders/1ayJn-ZnOtQ8kI_fIQUBXJsc-7lE8yHFy?usp=share_link,1357,GUL EDA,664399.0,s033,3:13:43
TestCase 792,done,IL,,Uhem + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,8.419756354043423,https://drive.google.com/drive/folders/1d46jn_gDm8DHhF5cdoqriKUvUw0JOlPE?usp=share_link,680,GUL EDA,664399.0,s033,4:48:21
TestCase 793,done,IL,,Uhem + COSAP,YES,YES,BWA,,Mutect,,hg38,DELETE,,,,,13.966889952001445,https://drive.google.com/drive/folders/1G_p4DYJooSkon0DyfR3Wp9W5a_AJ4EKd?usp=share_link,1128,GUL EDA,666590.0,s035,9:33:31
TestCase 794,done,IL,,Uhem + COSAP,NO,NO,BWA,,Mutect,,hg38,DELETE,,,,,13.929743968086548,https://drive.google.com/drive/folders/1uVXruc-f2h9LtGHsKw_jwO4KDhFxGis3?usp=share_link,1125,GUL EDA,665272.0,s006,9:15:02
TestCase 795,done,IL,,Uhem + COSAP,YES,NO,BWA,,Mutect,,hg38,DELETE,,,,,13.929743968086548,https://drive.google.com/drive/folders/1Dtry0vCEFQaehLzHZ7f5ZknCjEmxtXXz?usp=share_link,1125,GUL EDA,665275.0,s019,8:39:15
TestCase 796,done,IL,,Uhem + COSAP,NO,YES,BWA,,Mutect,,hg38,DELETE,,,,,14.016417930554642,https://drive.google.com/drive/folders/1UOYQXBoAcoU089P9wb6YPkdUhm0LJ__o?usp=share_link,1132,GUL EDA,665272.0,s006,9:47:24
TestCase 797,done,IL,,Uhem + COSAP,YES,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,13.050622348767307,https://drive.google.com/drive/folders/1Xcoaj8qf-mLCIldaxEFUtSgpFEF3uzxn?usp=share_link,1054,GUL EDA,665626.0,s011,9:46:54
TestCase 798,done,IL,,Uhem + COSAP,NO,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,12.914420407746015,https://drive.google.com/drive/folders/1SGDuX0gFThfreRTd2pPWK0dwQoS5m5hY?usp=share_link,1043,GUL EDA,665626.0,s011,13:03:41
TestCase 799,done,IL,,Uhem + COSAP,YES,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,13.013476364852409,https://drive.google.com/drive/folders/1C5QSZftQRlepUVdfyh1MCrGcaJNs6S_E?usp=share_link,1051,GUL EDA,665626.0,s011,8:48:24
TestCase 800,done,IL,,Uhem + COSAP,NO,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,12.86489242919282,https://drive.google.com/drive/folders/12eU38u61mwvDeg4RsV9IwbclfD-zQs3Y?usp=share_link,1039,GUL EDA,665626.0,s011,11:56:32
TestCase 801,done,IL,,Uhem + COSAP,YES,YES,BWA,,Strelka,,hg38,DELETE,,,,,21.185592826129845,https://drive.google.com/drive/folders/1Fg1mZvDLbnYgW_ouZCQhWATCF6F6_MH5?usp=share_link,1711,GUL EDA,666592.0,s039,4:15:49
TestCase 802,done,IL,,Uhem + COSAP,NO,NO,BWA,,Strelka,,hg38,DELETE,,,,,31.71028826868413,https://drive.google.com/drive/folders/1VcOomCeon3AirN9rK7jZBeRlCGQLQyJa?usp=share_link,2561,GUL EDA,666592.0,s039,1:56:29
TestCase 803,done,IL,,Uhem + COSAP,YES,NO,BWA,,Strelka,,hg38,DELETE,,,,,32.20556805421609,https://drive.google.com/drive/folders/1Psbd0URIFVB5Ucz3NdmY1ohCZPTYJeKL?usp=share_link,2601,GUL EDA,665276.0,s026,2:09:22
TestCase 804,done,IL,,Uhem + COSAP,NO,YES,BWA,,Strelka,,hg38,DELETE,,,,,20.120741287236125,https://drive.google.com/drive/folders/1nGCWQlSOVp_Qvx5d0GwpCTUKgwZRz5LB?usp=share_link,1625,GUL EDA,666592.0,s039,4:06:24
TestCase 805,done,IL,,Uhem + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,14.276439817958925,https://drive.google.com/drive/folders/1xNb_sHFmD56BN8ZqCZ8nYD2vxFodL3Ds?usp=share_link,1153,GUL EDA,665627.0,s013,5:12:46
TestCase 806,done,IL,,Uhem + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,14.065945909107835,https://drive.google.com/drive/folders/1kUe9GiNEgTydKUgH_jQ5fjHVWSAMpMth?usp=share_link,1136,GUL EDA,665627.0,s013,2:51:42
TestCase 807,done,IL,,Uhem + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,14.846011571320686,https://drive.google.com/drive/folders/1kA5P3Bq0aMngd4gs5oa82ofEGf7lG0tK?usp=share_link,1199,GUL EDA,665627.0,s013,3:02:37
TestCase 808,done,IL,,Uhem + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,13.323026230809887,https://drive.google.com/drive/folders/1zkfYDJzMMmoYq_kw5SQ8nl8IeEWpBgw4?usp=share_link,1076,GUL EDA,665627.0,s013,5:05:12
TestCase 809,done,IL,,Uhem + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,18.189150123661452,https://drive.google.com/drive/folders/1XKjQKOK-b9JheyfwbnwQWp9QDLaO3hAf?usp=share_link,1469,GUL EDA,666593.0,s040,4:45:31
TestCase 810,done,IL,,Uhem + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,20.90080694944897,https://drive.google.com/drive/folders/1TwSw7CQa9r-z3gdlNVtRpy4KAr9pJPkz?usp=share_link,1688,GUL EDA,666593.0,s040,2:19:54
TestCase 811,done,IL,,Uhem + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,20.690313040597886,https://drive.google.com/drive/folders/1hhPeyhUKeccSUESfA5B_1XcVyGSLZ8F4?usp=share_link,1671,GUL EDA,665274.0,s018,2:34:26
TestCase 812,done,IL,,Uhem + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,17.83007227915078,https://drive.google.com/drive/folders/1bN5zw8LTs5IKSQPXaC2baJdrY_6afv5r?usp=sharing,1440,GUL EDA,665274.0,s018,2:12:30
TestCase 813,done,IL,,Uhem + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,13.384936204001384,https://drive.google.com/drive/folders/1_mkwuv6JcG81eAd6Aw3eI1yKUH5l4acK?usp=share_link,1081,GUL EDA,665628.0,s014,5:42:30
TestCase 814,done,IL,,Uhem + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,10.301819539064896,https://drive.google.com/drive/folders/1vXZceRRYOHnBtU2tqqRtm0GYuSQMS10k?usp=share_link,832,GUL EDA,665628.0,s014,3:15:28
TestCase 815,done,IL,,Uhem + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,16.80236672417195,https://drive.google.com/drive/folders/1kK725uDlQptErTiQnsEUHRv0dFtcWcBO?usp=share_link,1357,GUL EDA,665628.0,s014,3:27:29
TestCase 816,done,IL,,Uhem + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,8.419756354043423,https://drive.google.com/drive/folders/1PRkMnxnTgKBpvUTPls7W2OY_HGuaIJYy?usp=share_link,680,GUL EDA,665628.0,s014,5:34:10
TestCase 817,done,IL,,Altay + COSAP,YES,YES,BWA,,Mutect,,hg38,MARK,,,,,13.966889952001445,https://drive.google.com/drive/folders/1EwBWxrr3bl2OMawoKZLOclQQ_7do7KGT?usp=share_link,1128,GUL EDA,29713.0,a074,8:12:31
TestCase 818,done,IL,,Altay + COSAP,NO,NO,BWA,,Mutect,,hg38,MARK,,,,,13.929743968086548,https://drive.google.com/drive/folders/10yrM-mAcfxjbMOGvZXLGzbS58FuzvXz1?usp=share_link,1125,GUL EDA,29713.0,a074,7:52:47
TestCase 819,done,IL,,Altay + COSAP,YES,NO,BWA,,Mutect,,hg38,MARK,,,,,13.929743968086548,https://drive.google.com/drive/folders/1ZZOzI4NfenbayOmJj36t1C2lfX0olBZy?usp=share_link,1125,GUL EDA,29713.0,a074,7:26:13
TestCase 820,done,IL,,Altay + COSAP,NO,YES,BWA,,Mutect,,hg38,MARK,,,,,14.016417930554642,https://drive.google.com/drive/folders/146djNiQqiytwpYmbunNyIPO6IFCRwZ1Y?usp=share_link,1132,GUL EDA,29713.0,a074,8:25:08
TestCase 821,done,IL,,Altay + COSAP,YES,YES,BOWTIE,,Mutect,,hg38,MARK,,,,,13.050622348767307,https://drive.google.com/drive/folders/1Rastwq8iAu-uUpFr8PUDIPOnmPM6wwHA?usp=share_link,1054,GUL EDA,29715.0,a075,8:22:42
TestCase 822,done,IL,,Altay + COSAP,NO,NO,BOWTIE,,Mutect,,hg38,MARK,,,,,12.914420407746015,https://drive.google.com/drive/folders/1lYpatuDGuAQk4lFbqevy45ImpkN_R5VB?usp=share_link,1043,GUL EDA,29715.0,a075,11:31:14
TestCase 823,done,IL,,Altay + COSAP,YES,NO,BOWTIE,,Mutect,,hg38,MARK,,,,,13.013476364852409,https://drive.google.com/drive/folders/18fHt8ddAwWcj36oYAospjHvmXpq0ZI4Q?usp=share_link,1051,GUL EDA,29715.0,a075,7:46:30
TestCase 824,done,IL,,Altay + COSAP,NO,YES,BOWTIE,,Mutect,,hg38,MARK,,,,,12.86489242919282,https://drive.google.com/drive/folders/15i-1qKmIRNBmhftOEsMLpE2KeRWu0Dxr?usp=share_link,1039,GUL EDA,29715.0,a075,10:11:36
TestCase 825,done,IL,,Altay + COSAP,YES,YES,BWA,,Strelka,,hg38,MARK,,,,,21.185592826129845,https://drive.google.com/drive/folders/1XDpV3Y2Jetf16IV9OqU9sjcM5Cp-BoFV?usp=share_link,1711,GUL EDA,29201.0,a047,3:44:17
TestCase 826,done,IL,,Altay + COSAP,NO,NO,BWA,,Strelka,,hg38,MARK,,,,,31.71028826868413,https://drive.google.com/drive/folders/1L7bDbhvWrsF_fr1l5EyVpxlIjItKEaL6?usp=share_link,2561,GUL EDA,29201.0,a047,2:11:31
TestCase 827,done,IL,,Altay + COSAP,YES,NO,BWA,,Strelka,,hg38,MARK,,,,,32.20556805421609,https://drive.google.com/drive/folders/1JMNU7VN96Iyl5-0hqg-SZX2MAwFCGq7k?usp=share_link,2601,GUL EDA,29201.0,a047,2:33:36
TestCase 828,done,IL,,Altay + COSAP,NO,YES,BWA,,Strelka,,hg38,MARK,,,,,20.120741287236125,https://drive.google.com/drive/folders/1qUh7hoDRfbKcBQnX9P3XQ3SGvRRXPSol?usp=share_link,1625,GUL EDA,29201.0,a047,3:47:20
TestCase 829,done,IL,,Altay + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,MARK,,,,,14.276439817958925,https://drive.google.com/drive/folders/1zbuUxFWmNcwjNuXR-NRHRW60fshgQ3nz?usp=share_link,1153,GUL EDA,29200.0,a046,4:23:48
TestCase 830,done,IL,,Altay + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,MARK,,,,,14.065945909107835,https://drive.google.com/drive/folders/170ab4CD4CLxQzPPj2VtR2b6iEOFmToZq?usp=share_link,1136,GUL EDA,29200.0,a046,2:48:54
TestCase 831,done,IL,,Altay + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,MARK,,,,,14.846011571320686,https://drive.google.com/drive/folders/1qWk2xgn8a5gSRSx8VeGhuTH045OTE1XN?usp=share_link,1199,GUL EDA,29200.0,a046,3:12:52
TestCase 832,done,IL,,Altay + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,MARK,,,,,13.323026230809887,https://drive.google.com/drive/folders/1GP7Tyagbbn0UCwFyWvmpZp2iB0Wl4js9?usp=share_link,1076,GUL EDA,29200.0,a046,4:32:47
TestCase 833,done,IL,,Altay + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,MARK,,,,,18.17676812902316,https://drive.google.com/drive/folders/1ZHcg3BsRh1MFEVaKs4999lLOuS33vG0I?usp=share_link,1468,GUL EDA,29714.0,a068,4:36:16
TestCase 834,done,IL,,Altay + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,MARK,,,,,20.90080694944897,https://drive.google.com/drive/folders/1qLLmGrScbyDLfFF4HJOuYoWPFN7sdo9I?usp=share_link,1688,GUL EDA,29714.0,a068,2:34:58
TestCase 835,done,IL,,Altay + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,MARK,,,,,20.690313040597886,https://drive.google.com/drive/folders/1Fb_8sGcNdvGmSfu-LoZNbm1wa4_2nnd6?usp=share_link,1671,GUL EDA,29714.0,a068,2:48:48
TestCase 836,done,IL,,Altay + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,MARK,,,,,17.83007227915078,https://drive.google.com/drive/folders/10wdNS_2eol7QSRklU4rGoxSVC5qhbeF2?usp=share_link,1440,GUL EDA,29714.0,a068,4:14:56
TestCase 837,done,IL,,Altay + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,13.384936204001384,https://drive.google.com/drive/folders/1g49l8JukHVxttCrv1e404cU_CPIlg66E?usp=share_link,1081,GUL EDA,29716.0,a044,5:19:05
TestCase 838,done,IL,,Altay + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,10.301819539064896,https://drive.google.com/drive/folders/1pHCHf5yKbhp8TRFJuAZpqgCp_bCxsRH9?usp=share_link,832,GUL EDA,29716.0,a044,3:12:13
TestCase 839,done,IL,,Altay + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,16.80236672417195,https://drive.google.com/drive/folders/1UNHENyR5aPyGGZ908cnqKr1E4zLgx8Ac?usp=share_link,1357,GUL EDA,29716.0,a044,3:30:36
TestCase 840,done,IL,,Altay + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,8.419756354043423,https://drive.google.com/drive/folders/1c_OGHGSzhliy_U_nD7KFMwAjsxFwVjRS?usp=share_link,680,GUL EDA,29716.0,a044,4:58:51
TestCase 841,done,IL,,Altay + COSAP,YES,YES,BWA,,Mutect,,hg38,DELETE,,,,,13.966889952001445,https://drive.google.com/drive/folders/1t3c0nQlUcTu2yfWBS1EABfZ9rBJj50oG?usp=share_link,1128,GUL EDA,30440.0,a042,8:51:55
TestCase 842,done,IL,,Altay + COSAP,NO,NO,BWA,,Mutect,,hg38,DELETE,,,,,13.929743968086548,https://drive.google.com/drive/folders/1N_tK4v1G30nIMkLC_o35688L6bxHs1SJ?usp=share_link,1125,GUL EDA,30440.0,a042,8:23:48
TestCase 843,done,IL,,Altay + COSAP,YES,NO,BWA,,Mutect,,hg38,DELETE,,,,,13.929743968086548,https://drive.google.com/drive/folders/1LwU8eMhTQO7UCj2Bwv26mKLoq2-pQyqD?usp=share_link,1125,GUL EDA,30440.0,a042,7:52:17
TestCase 844,done,IL,,Altay + COSAP,NO,YES,BWA,,Mutect,,hg38,DELETE,,,,,14.016417930554642,https://drive.google.com/drive/folders/13NYQk6QWDnj6yA0kHa0_Uc21w6nqkRTV?usp=share_link,1132,GUL EDA,30440.0,a042,9:09:52
TestCase 845,done,IL,,Altay + COSAP,YES,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,13.050622348767307,https://drive.google.com/drive/folders/1ZGY-wEoYP13r2y53bF6mj7qwbG_YTG3b?usp=share_link,1054,GUL EDA,30443.0,a045,9:22:51
TestCase 846,done,IL,,Altay + COSAP,NO,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,12.914420407746015,https://drive.google.com/drive/folders/1ovuQRFv9XroQfZYv82vqDyrPYbHX0qC6?usp=share_link,1043,GUL EDA,30443.0,a045,11:56:24
TestCase 847,done,IL,,Altay + COSAP,YES,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,13.013476364852409,https://drive.google.com/drive/folders/1MEBWzt6xWa-4W-0NjHSyRaJhsF8ksyLS?usp=share_link,1051,GUL EDA,30443.0,a045,7:54:23
TestCase 848,done,IL,,Altay + COSAP,NO,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,12.86489242919282,https://drive.google.com/drive/folders/1Fl6R3JmIJYBLfkIBzsRMPEPuZhCyaCeV?usp=share_link,1039,GUL EDA,30443.0,a045,11:11:46
TestCase 849,done,IL,,Altay + COSAP,YES,YES,BWA,,Strelka,,hg38,DELETE,,,,,21.185592826129845,https://drive.google.com/drive/folders/12c3CJXgsz6wl2sfK_CirnkPWcER62kKI?usp=share_link,1711,GUL EDA,30441.0,a043,4:58:00
TestCase 850,done,IL,,Altay + COSAP,NO,NO,BWA,,Strelka,,hg38,DELETE,,,,,31.71028826868413,https://drive.google.com/drive/folders/1fpwx2K0zbxxVyytlSkuk90wF3mkXABmb?usp=share_link,2561,GUL EDA,30441.0,a043,2:24:24
TestCase 851,done,IL,,Altay + COSAP,YES,NO,BWA,,Strelka,,hg38,DELETE,,,,,32.20556805421609,https://drive.google.com/drive/folders/1-L2B9iy6iEwgrOMFMPddrb4quRg8-LKj?usp=share_link,2601,GUL EDA,30441.0,a043,2:44:19
TestCase 852,done,IL,,Altay + COSAP,NO,YES,BWA,,Strelka,,hg38,DELETE,,,,,20.120741287236125,https://drive.google.com/drive/folders/1N_tK4v1G30nIMkLC_o35688L6bxHs1SJ?usp=share_link,1625,GUL EDA,30441.0,a043,4:34:06
TestCase 853,done,IL,,Altay + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,14.276439817958925,https://drive.google.com/drive/folders/1u9kdhf-9SZjhh35ZOqkUlfhza4iiOcba?usp=share_link,1153,GUL EDA,30444.0,a073,5:34:47
TestCase 854,done,IL,,Altay + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,14.065945909107835,https://drive.google.com/drive/folders/1QtECcgfRumjFI91rwRp5aeZx8h8pCruZ?usp=share_link,1136,GUL EDA,30444.0,a073,2:57:10
TestCase 855,done,IL,,Altay + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,14.846011571320686,https://drive.google.com/drive/folders/17goHc-zGVmLbolSxxmz78i_Ozpc_Xq75?usp=share_link,1199,GUL EDA,30444.0,a073,3:19:24
TestCase 856,done,IL,,Altay + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,13.323026230809887,https://drive.google.com/drive/folders/1QVClRmLLZugJ5ckYD2Y6At1sy2Q-jyaL?usp=share_link,1076,GUL EDA,30444.0,a073,5:11:43
TestCase 857,done,IL,,Altay + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,18.189150123661452,https://drive.google.com/drive/folders/1t8aO7hjofPBJpo-zMiD4DLyCTZyaYp6J?usp=share_link,1469,GUL EDA,30442.0,a044,5:17:33
TestCase 858,done,IL,,Altay + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,20.90080694944897,https://drive.google.com/drive/folders/1z3tuSC_YF7FKHwnDX6OTnXXcXTCOXWMC?usp=share_link,1688,GUL EDA,30442.0,a044,2:46:53
TestCase 859,done,IL,,Altay + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,20.690313040597886,https://drive.google.com/drive/folders/1_RI-5CQNu6-q49ZXb31jgofRd_vGz2qt?usp=share_link,1671,GUL EDA,30442.0,a044,3:06:09
TestCase 860,done,IL,,Altay + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,17.83007227915078,https://drive.google.com/drive/folders/1B3kaQE7ajVKkcPZ7X-xpiVaFVaGQTHPP?usp=share_link,1440,GUL EDA,30442.0,a044,5:11:14
TestCase 861,done,IL,,Altay + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,13.384936204001384,https://drive.google.com/drive/folders/1uRlXD6JjCMMbU756YGz1sTQ4UKpI9fmz?usp=share_link,1081,GUL EDA,30445.0,a046,6:07:54
TestCase 862,done,IL,,Altay + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,10.301819539064896,https://drive.google.com/drive/folders/1LSeQxMzc2AS-VgGqiPdp1QYrgI52HNKv?usp=share_link,832,GUL EDA,30445.0,a046,3:23:52
TestCase 863,done,IL,,Altay + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,16.80236672417195,https://drive.google.com/drive/folders/1rl-6uYToDdMJ67lz_zaqYcqBD01StfGJ?usp=share_link,1357,GUL EDA,30445.0,a046,3:56:29
TestCase 864,done,IL,,Altay + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,8.419756354043423,https://drive.google.com/drive/folders/1LOSXcSSr3IBSoWAau-Lqw6LE9jwGQr2O?usp=share_link,680,GUL EDA,30445.0,a046,5:40:36
